index,song_id,title,artist,original_gender,language_detect,lyrics,predicted_gender,keywords,reasoning,raw_model_response
113,ObjectId(5714ded925ac0d8aee48e87f),Light Writing,Liyana Fizi,Female,english,"1 Contributor Light Writing Lyrics Looking back at last September Two years gone I can't remember When it all began Swimming in a cloud of memories Did I call you, did you ring me? And did I pick up any? 'Cause I can't recall Every word from your rhyme You walked away Said I'm wrong but its fine Tragedy happens in a wonderful time And I fell for the wrong mission Drowning in slow motion Lucky I found The photograph This is not the way it used to be With me pretending you and me But I can't see the way you see me You tried to Help me out But it seems It didn't work out The more you say The less I can look up 'Cause I can't recall Every word from your rhyme You walked away Said I'm wrong but its fine Tragedy happens in a wonderful time And I fell for the the wrong mission Drowning in slow motion Lucky I found The photograph Show me something, someone That I left behind I know it's worth a thousand words I know",male,"""walked away"", ""wrong mission"", ""can't recall"", ""tragedy happens in a wonderful time"", ""drowning in slow motion""","The narrator in these lyrics appears to be male, based on the use of words and phrases that are often associated with masculine perspectives and emotions. The line ""walked away"" suggests a sense of detachment and independence, which is often characteristic of male behavior. The phrase ""wrong mission"" implies a sense of getting off track or making mistakes, which is a common theme in male coming-of-age stories. Additionally, the use of words like ""drowning"" and ""tragedy"" suggests a sense of intense emotional pain, but in a way that is often associated with male vulnerability. The narrator's inability to recall specific details, such as whether they called or texted the other person, also suggests a sense of disconnection and emotional numbing, which is often a male response to heartbreak.","LYRICS: Looking back at last September Two years gone I can't remember When it all began Swimming in a cloud of memories Did I call you, did you ring me? And did I pick up any? 'Cause I can't recall Every word from your rhyme You walked away Said I'm wrong but its fine Tragedy happens in a wonderful time And I fell for the wrong mission Drowning in slow motion Lucky I found The photograph This is not the way it used to be With me pretending you and me But I can't see the way you see me You tried to Help me out But it seems It didn't work out The more you say The less I can look up 'Cause I can't recall Every word from your rhyme You walked away Said I'm wrong but its fine Tragedy happens in a wonderful time And I fell for the the wrong mission Drowning in slow motion Lucky I found The photograph Show me something, someone That I left behind I know it's worth a thousand words I know  
GENDER: male  
KEYWORDS: ""walked away"", ""wrong mission"", ""can't recall"", ""tragedy happens in a wonderful time"", ""drowning in slow motion""  
REASONING: The narrator in these lyrics appears to be male, based on the use of words and phrases that are often associated with masculine perspectives and emotions. The line ""walked away"" suggests a sense of detachment and independence, which is often characteristic of male behavior. The phrase ""wrong mission"" implies a sense of getting off track or making mistakes, which is a common theme in male coming-of-age stories. Additionally, the use of words like ""drowning"" and ""tragedy"" suggests a sense of intense emotional pain, but in a way that is often associated with male vulnerability. The narrator's inability to recall specific details, such as whether they called or texted the other person, also suggests a sense of disconnection and emotional numbing, which is often a male response to heartbreak."
116,ObjectId(5714decb25ac0d8aee3e0595),Brazil,Cornelius,Male,english,4 Contributors Brazil Lyrics Where hearts were entertaining June We stood beneath an amber moon And softly murmured someday soon (Someday) We kissed (We kissed) And clung together Then tomorrow was another day The morning found me miles away With still a million things to say Now when twilight dims the sky above Recalling (thrills) of our love There's one thing that I'm certain of Return I will to old Brazil (Return) Return (I will) I will (To old) To old Brazil,male,"""me"", ""miles away"", ""my""","The use of the first-person singular pronoun ""me"" and ""my"" (""my million things to say"") suggests a male narrator. Additionally, the phrase ""miles away"" implies a sense of distance and wandering, which is a common theme in male-dominated narratives. The tone of the lyrics also has a somewhat melancholic, introspective quality, which is consistent with a male perspective.","LYRICS: 4 Contributors Brazil Lyrics Where hearts were entertaining June We stood beneath an amber moon And softly murmured someday soon (Someday) We kissed (We kissed) And clung together Then tomorrow was another day The morning found me miles away With still a million things to say Now when twilight dims the sky above Recalling (thrills) of our love There's one thing that I'm certain of Return I will to old Brazil (Return) Return (I will) I will (To old) To old Brazil
GENDER: male
KEYWORDS: ""me"", ""miles away"", ""my""
REASONING: The use of the first-person singular pronoun ""me"" and ""my"" (""my million things to say"") suggests a male narrator. Additionally, the phrase ""miles away"" implies a sense of distance and wandering, which is a common theme in male-dominated narratives. The tone of the lyrics also has a somewhat melancholic, introspective quality, which is consistent with a male perspective."
120,ObjectId(5714dec325ac0d8aee38938c),If We Try,Aiza Seguerra,Female,english,"4 Contributors If We Try Lyrics When I see you on the street I lose my concentration Just the thought that we might meet Creates anticipation Won't you look my way once before you go And my eyes will say what you ought to know Well, I've been thinkin' about you day and night And I don't know if it'll work out right But somehow I think that it just might If we try Faces come and faces go In circular rotation But something yearns within to grow Beyond infatuation Won't you look my way once before you go And my eyes will say what you ought to know Well you've got me standin' deaf and blind 'Cause I see love as just a state of mind And who knows what it is that we might find If we try And who knows what it is that we might find If we try You've walkin' a diff'rent direction From most people I've met You've givin' me signs of affection I don't usually get I don't want you to pledge your future The future's not yours to give Just stand there a little longer And let me watch you while you leave 'Cause when I see you on the street I lose my concentration And just the thought that we might meet Creates anticipation Won't you look my way once before you go And my eyes will say what you ought to know Well, I've been thinkin' about you day and night And I don't know if it'll work out right But somehow I think that it just might If we try Somehow I think that it just might If we try Yes, somehow I think that it just might If we try",male,"""I"", ""me"", ""my"", ""I've been thinkin' about you"", ""I see love as just a state of mind"", ""you've got me standin' deaf and blind"", ""I don't want you to pledge your future"", ""the future's not yours to give""","The lyrics are written from the perspective of a male narrator, indicated by the frequent use of first-person pronouns such as ""I"" and ""me"". The narrator also expresses a desire for the object of his affection to ""look my way once before you go"", suggesting a romantic or infatuated interest. The use of words like ""I've been thinkin' about you"" and ""you've got me standin' deaf and blind"" further reinforce the idea that the narrator is male.","LYRICS: 
When I see you on the street I lose my concentration Just the thought that we might meet Creates anticipation Won't you look my way once before you go And my eyes will say what you ought to know Well, I've been thinkin' about you day and night And I don't know if it'll work out right But somehow I think that it just might If we try Faces come and faces go In circular rotation But something yearns within to grow Beyond infatuation Won't you look my way once before you go And my eyes will say what you ought to know Well you've got me standin' deaf and blind 'Cause I see love as just a state of mind And who knows what it is that we might find If we try And who knows what it is that we might find If we try You've walkin' a diff'rent direction From most people I've met You've givin' me signs of affection I don't usually get I don't want you to pledge your future The future's not yours to give Just stand there a little longer And let me watch you while you leave 'Cause when I see you on the street I lose my concentration And just the thought that we might meet Creates anticipation Won't you look my way once before you go And my eyes will say what you ought to know Well, I've been thinkin' about you day and night And I don't know if it'll work out right But somehow I think that it just might If we try Somehow I think that it just might If we try Yes, somehow I think that it just might If we try
GENDER: male
KEYWORDS: ""I"", ""me"", ""my"", ""I've been thinkin' about you"", ""I see love as just a state of mind"", ""you've got me standin' deaf and blind"", ""I don't want you to pledge your future"", ""the future's not yours to give""
REASONING: The lyrics are written from the perspective of a male narrator, indicated by the frequent use of first-person pronouns such as ""I"" and ""me"". The narrator also expresses a desire for the object of his affection to ""look my way once before you go"", suggesting a romantic or infatuated interest. The use of words like ""I've been thinkin' about you"" and ""you've got me standin' deaf and blind"" further reinforce the idea that the narrator is male."
128,ObjectId(5714dee625ac0d8aee52f679),Lonely In Space,Tata Young,Female,english,"4 Contributors Lonely In Space Lyrics Verse 1 Deep in the walls of my mind My reason is blind for keeping you a secret I like to think about you, you know that I do And for a moment I believe Pre-Chorus I'm in a place, far away I'm in a world of my own, yeah It's way beyond anything A pleasure I've never known Chorus I see there's a million stars dancing like fire But it's lonely in space It can feel so good when you're lost in desire But it's lonely in space, so lonely in space Verse 2 You got a look that I like You really excite every fiber in my body How I've imagined your touch, the way that you'd feel And for a moment I'll believe Pre-Chorus I'm in a place, far away I'm in a world of my own, yeah It's way beyond anything A pleasure I've never known Chorus I see there's a million stars dancing like fire But it's lonely in space It can feel so good when you're lost in desire But it's lonely in space, so lonely in space There's a million stars dancing like fire But it's lonely in space It can feel so good when you're lost in desire But it's lonely in space, so lonely in space Outro Far Space Lonely in space Lost in desire Far away Space Dancing like fire Lonely in space",male,"""my mind"", ""my reason"", ""I"", ""my body"", ""my own"", ""I've imagined"", ""I'll believe"", ""I see"", ""myself""","The lyrics indicate a male narrator due to the use of masculine pronouns (""my"", ""I"") and phrases that express self-referential thoughts and feelings (""my mind"", ""my reason"", ""I've imagined"", ""I'll believe"", ""I see""). The narrator also uses language that suggests a sense of detachment and introspection, which is more commonly associated with male perspectives in song lyrics. The overall tone of the lyrics is also consistent with a male narrator, as it expresses a sense of longing and desire that is not necessarily romantic or emotional, but rather more abstract and introspective.","LYRICS: 
Deep in the walls of my mind My reason is blind for keeping you a secret I like to think about you, you know that I do And for a moment I believe Pre-Chorus I'm in a place, far away I'm in a world of my own, yeah It's way beyond anything A pleasure I've never known Chorus I see there's a million stars dancing like fire But it's lonely in space It can feel so good when you're lost in desire But it's lonely in space, so lonely in space Verse 2 You got a look that I like You really excite every fiber in my body How I've imagined your touch, the way that you'd feel And for a moment I'll believe Pre-Chorus I'm in a place, far away I'm in a world of my own, yeah It's way beyond anything A pleasure I've never known Chorus I see there's a million stars dancing like fire But it's lonely in space It can feel so good when you're lost in desire But it's lonely in space, so lonely in space There's a million stars dancing like fire But it's lonely in space It can feel so good when you're lost in desire But it's lonely in space, so lonely in space Outro Far Space Lonely in space Lost in desire Far away Space Dancing like fire Lonely in space

GENDER: male
KEYWORDS: ""my mind"", ""my reason"", ""I"", ""my body"", ""my own"", ""I've imagined"", ""I'll believe"", ""I see"", ""myself""
REASONING: The lyrics indicate a male narrator due to the use of masculine pronouns (""my"", ""I"") and phrases that express self-referential thoughts and feelings (""my mind"", ""my reason"", ""I've imagined"", ""I'll believe"", ""I see""). The narrator also uses language that suggests a sense of detachment and introspection, which is more commonly associated with male perspectives in song lyrics. The overall tone of the lyrics is also consistent with a male narrator, as it expresses a sense of longing and desire that is not necessarily romantic or emotional, but rather more abstract and introspective."
129,ObjectId(5714ded825ac0d8aee4856cb),Lost At Sea,Leah Dizon,Female,english,1 Contributor Lost at Sea Lyrics The moment I almost reached the shore Current pulled me out further I know This love was built to never last But I'm still drowning in the past I don't just want your love I'm a fiend and you're a drug I could never ever get enough I tried to give you up But the damage has been done As long as you exist I'll never stop A lonely boy like you (A lonely boy like you) I'm on my way I'm gonna rescue you Drowning in your love Wasting away Thought you'd throw me a life raft But you just sailed away Lost at sea Flooded by memories The more the tides change The more things stay the same I can't stay but I can't get away Come save me I caught a boat and sailed to shore But I swam right back out for more... Yeah I don't just want your love I'm a fiend and you're a drug I could never ever get enough I tried to give you up But the damage has been done And truthfully I don't wanna stop A lonely girl like me (A lonely girl like me) Who's on their way? Who's gonna rescue me? Drowning in your love Wasting away Thought you'd throw me a life raft But you just sailed away Lost at sea Flooded by memories The more the tides change The more things stay the same I can't stay but I can't get away I should sever the anchor Get back on my feet And salvage what's left of me デモね、デモね This loneliness suits me quite well Don't you think? yeah yeah Drowning in your love Wasting away Thought you'd throw me a life raft But you just sailed away Lost at sea Flooded by memories The more the tides change The more things stay the same Drowning in your love Wasting away Thought you'd throw me a life raft I thought you still loved me Lost at sea Flooded by memories The more the tides change The more things stay the same I can't stay but I can't get away Come save me,female,"""I'm a fiend and you're a drug"", ""drowning in your love"", ""wasting away"", ""lonely girl like me"", ""who's on their way? Who's gonna rescue me?"", ""this loneliness suits me quite well""","The lyrics suggest that the narrator is a female due to the use of phrases such as ""I'm a fiend and you're a drug""","LYRICS: The moment I almost reached the shore Current pulled me out further I know This love was built to never last But I'm still drowning in the past I don't just want your love I'm a fiend and you're a drug I could never ever get enough I tried to give you up But the damage has been done As long as you exist I'll never stop A lonely boy like you (A lonely boy like you) I'm on my way I'm gonna rescue you Drowning in your love Wasting away Thought you'd throw me a life raft But you just sailed away Lost at sea Flooded by memories The more the tides change The more things stay the same I can't stay but I can't get away Come save me I caught a boat and sailed to shore But I swam right back out for more... Yeah I don't just want your love I'm a fiend and you're a drug I could never ever get enough I tried to give you up But the damage has been done And truthfully I don't wanna stop A lonely girl like me (A lonely girl like me) Who's on their way? Who's gonna rescue me? Drowning in your love Wasting away Thought you'd throw me a life raft But you just sailed away Lost at sea Flooded by memories The more the tides change The more things stay the same I can't stay but I can't get away I should sever the anchor Get back on my feet And salvage what's left of me デモね、デモね This loneliness suits me quite well Don't you think? yeah yeah Drowning in your love Wasting away Thought you'd throw me a life raft But you just sailed away Lost at sea Flooded by memories The more the tides change The more things stay the same Drowning in your love Wasting away Thought you'd throw me a life raft I thought you still loved me Lost at sea Flooded by memories The more the tides change The more things stay the same I can't stay but I can't get away Come save me
GENDER: female
KEYWORDS: ""I'm a fiend and you're a drug"", ""drowning in your love"", ""wasting away"", ""lonely girl like me"", ""who's on their way? Who's gonna rescue me?"", ""this loneliness suits me quite well""
REASONING: The lyrics suggest that the narrator is a female due to the use of phrases such as ""I'm a fiend and you're a drug"""
136,ObjectId(5714dee625ac0d8aee52f6ac),Dhoom Dhoom,Tata Young,Female,english,"7 Contributors Dhoom Dhoom Lyrics ‘Dhoom’ is a Hindi word, often used in the context of partying, that can roughly be translated to ‘clamor’. It is also the title of a 2004 Bollywood action movie that was a massive hit and went on to spawn a… Read More Verse 1 (Dhoom dhoom) Come and light my fire (Dhoom dhoom) Let me take you higher (Dhoom dhoom) I wanna feel that burnin' (Dhoom dhoom) It's a wild emotion (Dhoom dhoom) Passion and devotion (Dhoom dhoom) Now the wheels are turnin' Pre-Chorus 1 Move your body close to mine now Let me feel your lovin' divine now Together we'll explode and we'll go boom boom boom Chorus Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Verse 2 (Dhoom dhoom) I'm gonna make you sweat now (Dhoom dhoom) Let's get all wet now (Dhoom dhoom) Gotta get down on it (Dhoom dhoom) Till the early morning (Dhoom dhoom) Until the dawning (Dhoom dhoom) I know that you want it Pre-Chorus 2 Shake your body down to the ground Once you on there's no turnin' round Tonight we're gonna make the world go boom boom boom Chorus Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Interlude Dance with me, dance with me This is my philosophy Dance with me, dance with me, oh yeah Dance with me, dance with me This is my philosophy Dance with me, dance with me, oh yeah Bridge This burnin' inside You know you just cannot hide So don't fight the feeling let your body decide When you get down on the road It's a wild overload Ridin' higher than you ever did before Verse 3 (Dhoom dhoom) Let your body do the talkin' (Dhoom dhoom) I wanna keep on rockin' (Dhoom dhoom) I want it 24/7 (Dhoom dhoom) Get the rhythm of the beat, now (Dhoom dhoom) Feel the fire and the heat, now (Dhoom dhoom) Take a trip to heaven Pre-Chorus 3 I wanna feel the wind in my hair, now Spread the power, everywhere, now Feel the magic, just go zip zap zoom Chorus Dhoom macha le, (come on all you people), dhoom Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom Dhoom macha le, dhoom macha le, dhoom",male,"""I wanna"", ""let me"", ""I want"", ""my fire"", ""I wanna feel"", ""I want it"", ""my philosophy"", ""I wanna keep on rockin'""","The lyrics contain several phrases and words that suggest a male narrator, such as ""I wanna"", ""let me"", and ""I want"", which are often associated with masculine language patterns. The emphasis on physical desire and action (""Move your body close to mine now"", ""Shake your body down to the ground"") also suggests a male perspective. Additionally, the repeated use of ""my"" (""my fire"", ""my philosophy"") implies a sense of ownership and dominance, which is often associated with masculine language.","LYRICS: 
Come and light my fire, Let me take you higher, I wanna feel that burnin', It's a wild emotion, Passion and devotion, Move your body close to mine now, Let me feel your lovin' divine now, Shake your body down to the ground, Once you on there's no turnin' round, Let your body do the talkin', I wanna keep on rockin', I want it 24/7, Get the rhythm of the beat, now, Feel the fire and the heat, now  
GENDER: male  
KEYWORDS: ""I wanna"", ""let me"", ""I want"", ""my fire"", ""I wanna feel"", ""I want it"", ""my philosophy"", ""I wanna keep on rockin'""  
REASONING: The lyrics contain several phrases and words that suggest a male narrator, such as ""I wanna"", ""let me"", and ""I want"", which are often associated with masculine language patterns. The emphasis on physical desire and action (""Move your body close to mine now"", ""Shake your body down to the ground"") also suggests a male perspective. Additionally, the repeated use of ""my"" (""my fire"", ""my philosophy"") implies a sense of ownership and dominance, which is often associated with masculine language."
142,ObjectId(5714dee525ac0d8aee51daf2),Rainbow,Sowelu,Female,english,2 Contributors Rainbow Lyrics When the sky is turning hazy blue And the lasting rains look like won't go away But still we can fly up above high Cause the rising rainbow shines on you Kasunde yuku yume no kakera ya Shizunde yuku hitori ni somaru yoru mo Kasanariau toki no kizuna ni Iyasareteku kimi ga koko ni iru kara Hiroi sora Itsuka wa tsunagaru michi de Our souls utatteru You're always on my mind Michite kuru niji mo inori no saki ni Will be there ever Mirai e no kiseki Kanarazu aru kara The shine of our hearts Stayin in the same We can fly up above high and more Cause the rising rainbow shines on you Tsunaida te o sotto hodoite Kagayakidasu hikari tsutsumareta michi Yukisaki sae wakaranakutemo Aruite yuku kimi ga tomo ni iru kara Tooi memories Kasuka ni nokoru kaori ni Your voice hibiiteru You're always there for you Miete kuru niji wa kokoro no oku ni Will be there ever Yakusoku no yukue koko ni kaeru kara The shine of our hearts Keep in your mind itsu demo Onaji toki daita koto Tsuyosa to yowasa Tsutsumikomu kara You're always on my mind Michite kuru niji mo inori no saki ni Will be there ever Mirai e no kiseki Kanarazu aru kara Always on my mind Miete kuru niji wa kokoro no oku ni Will be there ever Yakusoku no yukue koko ni kaeru kara The shine of our hearts Stayin' in the same,female,"kimi, koko ni iru, tomo ni iru, kimi ga, tsunaida te, tsutsumareta michi, koko ni kaeru, kimi ga, tsunagaru michi, tsutsumikomu","The lyrics use a variety of words and phrases that suggest a female perspective, including the use of the pronoun ""kimi"" (meaning ""you"" in Japanese), which is often used in feminine language. The narrator also uses phrases like ""koko ni iru"" (meaning ""you are here with me"") and ""tomo ni ir","LYRICS: 
When the sky is turning hazy blue And the lasting rains look like won't go away But still we can fly up above high Cause the rising rainbow shines on you Kasunde yuku yume no kakera ya Shizunde yuku hitori ni somaru yoru mo Kasanariau toki no kizuna ni Iyasareteku kimi ga koko ni iru kara Hiroi sora Itsuka wa tsunagaru michi de Our souls utatteru You're always on my mind Michite kuru niji mo inori no saki ni Will be there ever Mirai e no kiseki Kanarazu aru kara The shine of our hearts Stayin in the same We can fly up above high and more Cause the rising rainbow shines on you Tsunaida te o sotto hodoite Kagayakidasu hikari tsutsumareta michi Yukisaki sae wakaranakutemo Aruite yuku kimi ga tomo ni iru kara Tooi memories Kasuka ni nokoru kaori ni Your voice hibiiteru You're always there for you Miete kuru niji wa kokoro no oku ni Will be there ever Yakusoku no yukue koko ni kaeru kara The shine of our hearts Keep in your mind itsu demo Onaji toki daita koto Tsuyosa to yowasa Tsutsumikomu kara You're always on my mind Michite kuru niji mo inori no saki ni Will be there ever Mirai e no kiseki Kanarazu aru kara Always on my mind Miete kuru niji wa kokoro no oku ni Will be there ever Yakusoku no yukue koko ni kaeru kara The shine of our hearts Stayin' in the same

GENDER: female  
KEYWORDS: kimi, koko ni iru, tomo ni iru, kimi ga, tsunaida te, tsutsumareta michi, koko ni kaeru, kimi ga, tsunagaru michi, tsutsumikomu
REASONING: The lyrics use a variety of words and phrases that suggest a female perspective, including the use of the pronoun ""kimi"" (meaning ""you"" in Japanese), which is often used in feminine language. The narrator also uses phrases like ""koko ni iru"" (meaning ""you are here with me"") and ""tomo ni ir"
143,ObjectId(5714dede25ac0d8aee4ce958),Mint,Olivia,Female,english,"3 Contributors ​mint Lyrics I am tripping out on myself I am tripping out on myself I have to watch my thoughts Before they come to life Before they come to life I have to get you out of my head I have to swallow my tongue I have to find where I went Before she comes to life Before she comes to life They're coming to get me She's coming right towards me They're coming to take me away She's getting closer I can't hide my secrets They're listening to me They're always listening to me They're coming to get me, coming to get me, coming to get me She's coming to get me, coming to get me They're coming, she's coming They're coming, coming She's coming, they're coming (Thank you.)",female,"she, she's, her, coming to get me, she's coming right towards me","The lyrics suggest a sense of anxiety and paranoia, with the narrator feeling like they are being watched and pursued. The repeated use of ""she"" and ""her"" implies a feminine perspective, as the narrator seems to be addressing a female figure. The lyrics also use phrases like ""she's coming right towards me"" and ""she's coming to get me,"" which reinforce the idea that the narrator feels threatened by a female presence. Overall, the tone of the lyrics is intense and personal, with the narrator feeling overwhelmed and vulnerable.","LYRICS: I am tripping out on myself I am tripping out on myself I have to watch my thoughts Before they come to life Before they come to life I have to get you out of my head I have to swallow my tongue I have to find where I went Before she comes to life Before she comes to life They're coming to get me She's coming right towards me They're coming to take me away She's getting closer I can't hide my secrets They're listening to me They're always listening to me They're coming to get me, coming to get me, coming to get me She's coming to get me, coming to get me They're coming, she's coming They're coming, coming She's coming, they're coming (Thank you.)

GENDER: female  
KEYWORDS: she, she's, her, coming to get me, she's coming right towards me
REASONING: The lyrics suggest a sense of anxiety and paranoia, with the narrator feeling like they are being watched and pursued. The repeated use of ""she"" and ""her"" implies a feminine perspective, as the narrator seems to be addressing a female figure. The lyrics also use phrases like ""she's coming right towards me"" and ""she's coming to get me,"" which reinforce the idea that the narrator feels threatened by a female presence. Overall, the tone of the lyrics is intense and personal, with the narrator feeling overwhelmed and vulnerable."
146,ObjectId(5714decf25ac0d8aee41a292),You Must Learn All Night Long,Fantastic Plastic Machine,Male,english,"3 Contributors You Must Learn All Night Long Lyrics Hey you! You got a sweety groovy chick Love dynamite bang-bang you really got me Hey boy! You ride on a musical endless groove The beat goes on, hey! Hey girl! Anything you wanna do you should do Our day will come, Hey ho. I know you got soul Hey boss! You're melting in my pot tonight Accept me, hey! Hey you! You got a sweety groovy chick Love dynamite bang-bang you really got me Hey boy! You ride on a musical endless groove The beat goes on, hey! Hey girl! Anything you wanna do you should do Our day will come, Hey ho. I know you got soul Hey boss! You're melting in my pot tonight Accept me, hey! Hey you! You got a sweety groovy chick Hey boy! You ride on musical endless groove Hey girl! Anything you wanna do you should do Hey boss! You're melting in my pot tonight",male,"""Hey boy!"", ""Hey boss!"", ""Hey you!"", ""You got a sweety groovy chick"" (used as a possessive phrase, indicating ownership)","The use of masculine address (""Hey boy!"") and a term of authority (""Hey boss!"") suggests a male narrator. The phrase ""You got a sweety groovy chick"" can be interpreted as a male narrator describing a female partner, which further supports the classification as male.","LYRICS: 
Hey you! You got a sweety groovy chick Love dynamite bang-bang you really got me Hey boy! You ride on a musical endless groove The beat goes on, hey! Hey girl! Anything you wanna do you should do Our day will come, Hey ho. I know you got soul Hey boss! You're melting in my pot tonight Accept me, hey! Hey you! You got a sweety groovy chick Love dynamite bang-bang you really got me Hey boy! You ride on a musical endless groove The beat goes on, hey! Hey girl! Anything you wanna do you should do Our day will come, Hey ho. I know you got soul Hey boss! You're melting in my pot tonight Accept me, hey! Hey you! You got a sweety groovy chick Hey boy! You ride on musical endless groove Hey girl! Anything you wanna do you should do Hey boss! You're melting in my pot tonight

GENDER: male
KEYWORDS: ""Hey boy!"", ""Hey boss!"", ""Hey you!"", ""You got a sweety groovy chick"" (used as a possessive phrase, indicating ownership)
REASONING: The use of masculine address (""Hey boy!"") and a term of authority (""Hey boss!"") suggests a male narrator. The phrase ""You got a sweety groovy chick"" can be interpreted as a male narrator describing a female partner, which further supports the classification as male."
150,ObjectId(5714dee125ac0d8aee4f25e8),Reason Enough,Regine Velasquez,Female,english,"1 Contributor Reason Enough Lyrics Verse 1 I made myself a promise sometime ago Never again to give my heart away Fell in love with someone who left me in the end The price of love was just so high to pay Verse 2 I thought my life has ended, but you came along And showed me how much brighter things could be Now, you see, I've turned my back on that promise that I made Knowing that your love has set me free Chorus 'Cause you are reason enough for me to go on living You are reason enough for me to smile again In a world where hearts are broken every now and then One finds reason enough to love Like I found reason enough in you to love again Verse 3 Here I am, all caught up in this new found love Feeling like I've never felt before Putting my love on the line with you Taking a chance again I'm not afraid to love anymore Chorus 'Cause you are reason enough for me to go on living You are reason enough for me to smile again In a world where hearts are broken every now and then One finds reason enough to love Like I found reason enough in you to love again 'Cause you are reason enough for me to go on living You are reason enough for me to smile again In a world where hearts are broken every now and then One finds reason enough to love Like I found reason enough in you to love again Outro In a world where hearts are broken every now and then One finds reason enough to love Like I've found reason enough in you to love again",male,"""made myself a promise"", ""never again to give my heart away"", ""fell in love with someone who left me in the end"", ""taking a chance again"", ""putting my love on the line""","The narrator's perspective and tone suggest a male voice. The use of words like ""promise"" and ""made myself"" indicate a sense of taking responsibility and making a decision, which is often associated with male narratives. The phrase ""fell in love with someone who left me in the end"" suggests a vulnerability and a willingness to take risks, but the overall tone remains confident and determined. The narrator's decision to ""take a chance again"" and ""put my love on the line"" further reinforces this interpretation.","LYRICS: 
I made myself a promise sometime ago Never again to give my heart away Fell in love with someone who left me in the end The price of love was just so high to pay I thought my life has ended, but you came along And showed me how much brighter things could be Now, you see, I've turned my back on that promise that I made Knowing that your love has set me free 
'Cause you are reason enough for me to go on living You are reason enough for me to smile again In a world where hearts are broken every now and then One finds reason enough to love Like I found reason enough in you to love again Here I am, all caught up in this new found love Feeling like I've never felt before Putting my love on the line with you Taking a chance again I'm not afraid to love anymore
GENDER: male
KEYWORDS: ""made myself a promise"", ""never again to give my heart away"", ""fell in love with someone who left me in the end"", ""taking a chance again"", ""putting my love on the line""
REASONING: The narrator's perspective and tone suggest a male voice. The use of words like ""promise"" and ""made myself"" indicate a sense of taking responsibility and making a decision, which is often associated with male narratives. The phrase ""fell in love with someone who left me in the end"" suggests a vulnerability and a willingness to take risks, but the overall tone remains confident and determined. The narrator's decision to ""take a chance again"" and ""put my love on the line"" further reinforces this interpretation."
